description,unspsc_code
Purchased: Steamed white rice - 1 units,50201700
Line item: Cavendish bananas 1kg,50192102
Red Washington apples 1kg for site delivery,50192101
Line item: 100m copper wire roll,26121505
"Supply of 14"" business notebook",43211503
"Procurement request: Precast concrete slab, 1 pcs",30111504
"Invoice: Fresh white eggs, qty 50",50131705
Line item: Electric cable insulated,26121505
Order of Long grain white rice,50201700
Supply of Wireless internet router,43222609
Shipment: 10 x Organic apples pack,50192101
Requisition for Concrete wall unit,30111504
"Invoice: Organic apples pack, qty 25",50192101
"Invoice: White jasmine rice, qty 12",50201700
Order of 10mm rebar,30102307
Shipment: 10 x Organic bananas,50192102
Line item: Fresh gala apples,50192101
Supply of Precast concrete slab,30111504
Acquired 5 units of Steamed white rice,50201700
Purchased: Cavendish bananas 1kg - 2 units,50192102
12-pack eggs for site delivery,50131705
"Invoice: Broadband router, qty 2",43222609
Office network router for site delivery,43222609
Shipment: 1 x 100m copper wire roll,26121505
Interior wall paint white for site delivery,31211504
Order of Wall panel concrete 1x2m,30111504
Requisition for Cavendish bananas 1kg,50192102
"Invoice: Single core copper cable, qty 10",26121505
Line item: Carton of eggs,50131705
Purchased: Basmati rice 2kg - 2 units,50201700
Acquired 5 units of Dozen large eggs,50131705
Line item: Workstation laptop,43211503
"Procurement request: Mild steel bars, 1 pcs",30102307
Supply of Reinforcement bar bundle,30102307
Requisition for Red Washington apples 1kg,50192101
"Purchased: 14"" business notebook - 10 units",43211503
5 litre matte paint for site delivery,31211504
Carton of eggs for site delivery,50131705
Acquired 2 units of Fresh white eggs,50131705
Order of Steel rebars 10mm,30102307
Shipment: 50 x Steel rebars 10mm,30102307
"Invoice: Panel made of concrete, qty 1",30111504
Acquired 10 units of 5 litre matte paint,31211504
Acquired 5 units of Mild steel bars,30102307
Shipment: 2 x Carton of eggs,50131705
Acquired 2 units of Long grain white rice,50201700
"Invoice: Yellow bananas, qty 12",50192102
Order of Office network router,43222609
Shipment: 25 x Wall coating matte white,31211504
Line item: Organic apples pack,50192101
White jasmine rice for site delivery,50201700
Requisition for Dozen large eggs,50131705
Requisition for 12-pack eggs,50131705
"Procurement request: Steel rebars 10mm, 50 pcs",30102307
Acquired 2 units of Organic apples pack,50192101
"Invoice: Cavendish bananas 1kg, qty 2",50192102
"Invoice: Broadband router, qty 1",43222609
Order of Rice 5kg bag,50201700
Shipment: 1 x Gigabit router,43222609
Line item: Office laptop 512GB SSD,43211503
"Invoice: Yellow bananas, qty 1",50192102
"Procurement request: Wall panel concrete 1x2m, 12 pcs",30111504
Line item: White jasmine rice,50201700
Acquired 50 units of House wiring cable,26121505
Requisition for Laptop with 16GB RAM,43211503
Supply of Panel made of concrete,30111504
"Invoice: 100m copper wire roll, qty 2",26121505
Order of Bag of green apples,50192101
Requisition for Wall coating matte white,31211504
Acquired 5 units of Concrete wall unit,30111504
Line item: 10mm rebar,30102307
Acquired 25 units of Panel made of concrete,30111504
Supply of Fresh ripe bananas,50192102
Acquired 10 units of Carton of eggs,50131705
Organic apples pack for site delivery,50192101
Acquired 10 units of Construction steel rods,30102307
Shipment: 2 x Fresh white eggs,50131705
Order of Electric cable insulated,26121505
Requisition for Organic hen eggs,50131705
Yellow bananas for site delivery,50192102
Line item: Fresh white eggs,50131705
Acquired 2 units of Fresh white eggs,50131705
Requisition for Panel made of concrete,30111504
"Invoice: 12-pack eggs, qty 5",50131705
Purchased: House wiring cable - 10 units,26121505
"Procurement request: Loose apples (kg), 25 pcs",50192101
Requisition for 100m copper wire roll,26121505
"Procurement request: Construction steel rods, 1 pcs",30102307
"Procurement request: 14"" business notebook, 50 pcs",43211503
Line item: White jasmine rice,50201700
Order of Carton of eggs,50131705
Supply of Cavendish bananas 1kg,50192102
"Procurement request: 10mm rebar, 5 pcs",30102307
Acquired 10 units of Laptop with 16GB RAM,43211503
Requisition for Carton of eggs,50131705
Line item: 10mm rebar,30102307
"Invoice: Construction steel rods, qty 25",30102307
Supply of House wiring cable,26121505
Purchased: Long grain white rice - 12 units,50201700
"Procurement request: Precast concrete slab, 10 pcs",30111504
10mm rebar for site delivery,30102307
Acquired 50 units of Wireless internet router,43222609
"Invoice: Office network router, qty 5",43222609
Line item: Long grain white rice,50201700
Purchased: Steamed white rice - 50 units,50201700
Acquired 12 units of 5 litre matte paint,31211504
Purchased: Dual-band WiFi 6 router - 50 units,43222609
Acquired 25 units of 100m copper wire roll,26121505
"Procurement request: Rice 5kg bag, 1 pcs",50201700
Supply of Carton of eggs,50131705
Order of Single core copper cable,26121505
Supply of Office network router,43222609
Order of Laptop with 16GB RAM,43211503
Pro business laptop for site delivery,43211503
House wiring cable for site delivery,26121505
Line item: Organic bananas,50192102
Purchased: Steel rebars 10mm - 12 units,30102307
Purchased: Gigabit router - 5 units,43222609
"Procurement request: Red Washington apples 1kg, 2 pcs",50192101
Rice 5kg bag for site delivery,50201700
Office laptop 512GB SSD for site delivery,43211503
Wireless internet router for site delivery,43222609
Line item: 10mm rebar,30102307
Acquired 1 units of White jasmine rice,50201700
Shipment: 50 x White latex paint,31211504
Order of Dual-band WiFi 6 router,43222609
Laptop with 16GB RAM for site delivery,43211503
"Procurement request: Fresh ripe bananas, 2 pcs",50192102
Line item: Fresh white eggs,50131705
Acquired 10 units of Yellow bananas,50192102
Line item: 100m copper wire roll,26121505
Order of Reinforcement bar bundle,30102307
Purchased: Wireless internet router - 50 units,43222609
Acquired 50 units of House wiring cable,26121505
"Invoice: Office network router, qty 2",43222609
Requisition for Gigabit router,43222609
Line item: Bag of green apples,50192101
Acquired 10 units of White jasmine rice,50201700
"Invoice: Workstation laptop, qty 2",43211503
Acquired 5 units of Organic hen eggs,50131705
"Procurement request: Pro business laptop, 25 pcs",43211503
"Procurement request: Heavy concrete board, 50 pcs",30111504
Supply of Gigabit router,43222609
Supply of Electric cable insulated,26121505
Requisition for Fresh ripe bananas,50192102
Order of Fresh gala apples,50192101
Supply of Fresh gala apples,50192101
Purchased: Wall coating matte white - 1 units,31211504
Interior wall paint white for site delivery,31211504
Broadband router for site delivery,43222609
"Procurement request: Bag of green apples, 10 pcs",50192101
Purchased: Loose apples (kg) - 25 units,50192101
"Invoice: Steamed white rice, qty 25",50201700
Supply of Banana bunch large,50192102
Line item: House wiring cable,26121505
Line item: Steamed white rice,50201700
Shipment: 50 x 12-pack eggs,50131705
Shipment: 25 x White latex paint,31211504
Requisition for Organic hen eggs,50131705
"Procurement request: Fresh gala apples, 50 pcs",50192101
"Procurement request: Electric cable insulated, 5 pcs",26121505
Acquired 2 units of Matte white emulsion 5L,31211504
Mild steel bars for site delivery,30102307
Construction steel rods for site delivery,30102307
"Invoice: Wall coating matte white, qty 50",31211504
Line item: Bag of green apples,50192101
Order of Organic apples pack,50192101
Requisition for Electric cable insulated,26121505
Purchased: 12-pack eggs - 25 units,50131705
"Procurement request: Flexible wire 1.5mm, 1 pcs",26121505
Shipment: 10 x Electric cable insulated,26121505
Shipment: 2 x 100m copper wire roll,26121505
Shipment: 10 x 10mm rebar,30102307
"Procurement request: Broadband router, 12 pcs",43222609
"Invoice: Office laptop 512GB SSD, qty 10",43211503
Order of Mild steel bars,30102307
Mild steel bars for site delivery,30102307
Acquired 2 units of Fresh white eggs,50131705
Order of Organic bananas,50192102
Reinforcement bar bundle for site delivery,30102307
12-pack eggs for site delivery,50131705
Shipment: 50 x Interior wall paint white,31211504
Line item: Wall coating matte white,31211504
"Invoice: Bag of green apples, qty 2",50192101
Line item: Mild steel bars,30102307
"Invoice: White latex paint, qty 1",31211504
Line item: Rice 5kg bag,50201700
Acquired 12 units of Laptop with 16GB RAM,43211503
"Invoice: Construction steel rods, qty 5",30102307
Line item: Wireless internet router,43222609
"Procurement request: Electric cable insulated, 12 pcs",26121505
Requisition for Workstation laptop,43211503
Shipment: 2 x Fresh white eggs,50131705
Supply of Reinforcement bar bundle,30102307
"Procurement request: Loose apples (kg), 5 pcs",50192101
Shipment: 12 x Pro business laptop,43211503
Shipment: 12 x Cavendish bananas 1kg,50192102
Order of Heavy concrete board,30111504
Shipment: 1 x Wall panel concrete 1x2m,30111504
"Procurement request: Steel rebars 10mm, 2 pcs",30102307
Acquired 10 units of Heavy concrete board,30111504
Shipment: 25 x Cavendish bananas 1kg,50192102
Line item: Wireless internet router,43222609
"Invoice: Electric cable insulated, qty 2",26121505
"Invoice: Red Washington apples 1kg, qty 50",50192101
Order of Office network router,43222609
Order of Interior wall paint white,31211504
Shipment: 12 x Pro business laptop,43211503
Acquired 12 units of Carton of eggs,50131705
"Procurement request: Heavy concrete board, 25 pcs",30111504
Acquired 5 units of 5 litre matte paint,31211504
Acquired 10 units of Construction steel rods,30102307
Purchased: Red Washington apples 1kg - 1 units,50192101
Purchased: Workstation laptop - 10 units,43211503
Line item: Yellow bananas,50192102
Organic bananas for site delivery,50192102
Line item: Construction steel rods,30102307
"Invoice: Fresh ripe bananas, qty 25",50192102
Line item: Wall panel concrete 1x2m,30111504
Dual-band WiFi 6 router for site delivery,43222609
Supply of White latex paint,31211504
Order of Electric cable insulated,26121505
Line item: Matte white emulsion 5L,31211504
Purchased: Dozen large eggs - 25 units,50131705
Heavy concrete board for site delivery,30111504
Requisition for Cavendish bananas 1kg,50192102
Construction steel rods for site delivery,30102307
Shipment: 10 x Steel rebars 10mm,30102307
Order of 12-pack eggs,50131705
Precast concrete slab for site delivery,30111504
White jasmine rice for site delivery,50201700
Steel rebars 10mm for site delivery,30102307
"Invoice: Organic apples pack, qty 25",50192101
Shipment: 2 x Gigabit router,43222609
Purchased: Wall coating matte white - 1 units,31211504
Purchased: Pro business laptop - 10 units,43211503
Purchased: Rice 5kg bag - 12 units,50201700
Shipment: 25 x Fresh gala apples,50192101
Pro business laptop for site delivery,43211503
Laptop with 16GB RAM for site delivery,43211503
"Acquired 25 units of 14"" business notebook",43211503
"Invoice: Steamed white rice, qty 5",50201700
"Procurement request: Loose apples (kg), 2 pcs",50192101
Supply of Mild steel bars,30102307
Line item: Steel rebars 10mm,30102307
Requisition for Broadband router,43222609
Purchased: Fresh ripe bananas - 25 units,50192102
"Procurement request: Panel made of concrete, 2 pcs",30111504
Order of Heavy concrete board,30111504
Shipment: 1 x Cavendish bananas 1kg,50192102
Purchased: 10mm rebar - 10 units,30102307
"Procurement request: Gigabit router, 12 pcs",43222609
Supply of Office network router,43222609
Order of Construction steel rods,30102307
Order of Cavendish bananas 1kg,50192102
Requisition for Dozen large eggs,50131705
"Invoice: Gigabit router, qty 10",43222609
Shipment: 5 x Wall coating matte white,31211504
Line item: Fresh gala apples,50192101
Organic apples pack for site delivery,50192101
Order of Steamed white rice,50201700
"Invoice: Interior wall paint white, qty 50",31211504
Pro business laptop for site delivery,43211503
"Invoice: Broadband router, qty 50",43222609
Supply of Fresh gala apples,50192101
Matte white emulsion 5L for site delivery,31211504
Requisition for Concrete wall unit,30111504
"Procurement request: Heavy concrete board, 10 pcs",30111504
Pro business laptop for site delivery,43211503
"Procurement request: Carton of eggs, 5 pcs",50131705
"Invoice: Office laptop 512GB SSD, qty 2",43211503
Office laptop 512GB SSD for site delivery,43211503
Requisition for Office laptop 512GB SSD,43211503
Acquired 1 units of Fresh ripe bananas,50192102
Yellow bananas for site delivery,50192102
Requisition for Matte white emulsion 5L,31211504
Shipment: 10 x Matte white emulsion 5L,31211504
"Shipment: 2 x 14"" business notebook",43211503
Order of Steamed white rice,50201700
Loose apples (kg) for site delivery,50192101
Office network router for site delivery,43222609
Precast concrete slab for site delivery,30111504
Organic apples pack for site delivery,50192101
Requisition for 100m copper wire roll,26121505
Order of Cavendish bananas 1kg,50192102
5 litre matte paint for site delivery,31211504
Acquired 5 units of Workstation laptop,43211503
Purchased: Organic hen eggs - 50 units,50131705
Long grain white rice for site delivery,50201700
Order of Matte white emulsion 5L,31211504
"Procurement request: Long grain white rice, 12 pcs",50201700
Shipment: 10 x Single core copper cable,26121505
Supply of Steamed white rice,50201700
Fresh gala apples for site delivery,50192101
Purchased: Bag of green apples - 25 units,50192101
Requisition for Wall coating matte white,31211504
Requisition for Organic hen eggs,50131705
Long grain white rice for site delivery,50201700
